Order_ID,Customer_ID,Fecha_de_compra,Categoría_producto,Producto,Precio_unitario,Cantidad,Total_venta,Método_de_pago,Ubicación_cliente,Dispositivo_de_compra,Fuente_de_tráfico,Tiempo_de_navegación,Descuento_aplicado,Satisfacción_cliente
357,1615,2024-02-19 02:48:00,Hogar,Cafetera,15.78,3,47.34,Criptomoneda,"Ciudad 27, País 10",PC,Orgánico,5,Sí,3
358,4302,2024-01-24 00:42:00,Ropa,Pantalón,58.1,2,116.2,PayPal,"Ciudad 48, País 5",PC,Redes Sociales,7,Sí,1
359,9182,2024-01-07 11:09:00,Electrónica,Teclado,344.77,5,1723.85,Tarjeta de crédito,"Ciudad 44, País 2",Tablet,Pago,11,Sí,1
360,1577,2024-01-12 07:43:00,Deportes,Balón,277.23,5,1386.15,Criptomoneda,"Ciudad 40, País 9",Móvil,Redes Sociales,11,No,2
361,6891,2024-02-26 13:35:00,Belleza,Maquillaje,341.26,2,682.52,Criptomoneda,"Ciudad 23, País 5",PC,Orgánico,8,No,3
362,4930,2024-01-21 12:08:00,Electrónica,Teclado,42.09,5,210.45,PayPal,"Ciudad 3, País 5",Tablet,Redes Sociales,7,Sí,5
363,7965,2024-02-13 16:33:00,Ropa,Chaqueta,196.93,3,590.79,PayPal,"Ciudad 24, País 6",Tablet,Pago,6,No,2
364,1084,2024-01-15 03:08:00,Belleza,Crema,286.18,2,572.36,Transferencia bancaria,"Ciudad 9, País 9",Móvil,Pago,5,Sí,1
365,6261,2024-02-21 04:37:00,Juguetes,Carro de juguete,474.83,5,2374.15,PayPal,"Ciudad 19, País 1",PC,Redes Sociales,8,Sí,1
366,2033,2024-01-23 20:59:00,Hogar,Silla,210.47,2,420.94,PayPal,"Ciudad 28, País 8",PC,Referido,27,Sí,1
367,4260,2024-02-04 13:04:00,Ropa,Pantalón,31.08,2,62.16,Criptomoneda,"Ciudad 39, País 6",Tablet,Orgánico,18,No,3
368,8355,2024-01-20 11:45:00,Electrónica,Laptop,252.61,1,252.61,Criptomoneda,"Ciudad 26, País 6",Tablet,Orgánico,21,Sí,5
369,7490,2024-02-14 21:25:00,Juguetes,Carro de juguete,351.13,1,351.13,PayPal,"Ciudad 17, País 4",Tablet,Referido,28,Sí,4
370,8980,2024-01-07 20:03:00,Belleza,Shampoo,446.52,2,893.04,PayPal,"Ciudad 24, País 6",PC,Pago,18,No,3
371,1540,2024-01-11 14:44:00,Electrónica,Monitor,60.69,4,242.76,Tarjeta de crédito,"Ciudad 45, País 10",Tablet,Redes Sociales,30,No,2
372,1992,2024-01-29 03:35:00,Ropa,Gorra,401.82,1,401.82,Tarjeta de crédito,"Ciudad 6, País 7",PC,Redes Sociales,11,Sí,5
373,8158,2024-01-12 13:00:00,Deportes,Pesas,404.52,5,2022.6,Tarjeta de crédito,"Ciudad 29, País 6",Móvil,Pago,10,No,2
374,8460,2024-02-28 20:47:00,Belleza,Shampoo,355.67,2,711.34,Tarjeta de crédito,"Ciudad 18, País 3",Móvil,Referido,22,No,2
375,4612,2024-01-01 05:15:00,Ropa,Chaqueta,399.67,3,1199.01,Tarjeta de crédito,"Ciudad 19, País 7",Tablet,Redes Sociales,11,No,3
376,8021,2024-01-10 00:59:00,Hogar,Sofá,193.28,4,773.12,Criptomoneda,"Ciudad 37, País 5",Móvil,Pago,26,Sí,5
377,7817,2024-02-19 12:38:00,Hogar,Silla,401.46,2,802.92,Transferencia bancaria,"Ciudad 41, País 3",Móvil,Referido,21,No,2
378,9338,2024-01-06 15:24:00,Deportes,Pesas,222.12,2,444.24,Transferencia bancaria,"Ciudad 12, País 8",Móvil,Redes Sociales,1,Sí,3
379,1957,2024-01-21 04:34:00,Belleza,Maquillaje,69.82,5,349.1,Criptomoneda,"Ciudad 13, País 2",PC,Orgánico,17,No,3
380,4111,2024-02-07 03:19:00,Hogar,Cafetera,82.45,5,412.25,Tarjeta de crédito,"Ciudad 34, País 5",Móvil,Pago,16,No,1
381,2175,2024-01-15 16:32:00,Belleza,Maquillaje,444.58,2,889.16,Tarjeta de crédito,"Ciudad 18, País 9",PC,Orgánico,29,No,1
382,1500,2024-02-13 02:53:00,Electrónica,Monitor,290.17,1,290.17,Transferencia bancaria,"Ciudad 38, País 1",Tablet,Orgánico,26,No,5
383,7464,2024-01-23 17:33:00,Electrónica,Smartphone,194.17,3,582.51,Transferencia bancaria,"Ciudad 40, País 6",PC,Referido,1,No,5
384,9446,2024-02-29 10:34:00,Ropa,Gorra,92.9,5,464.5,Criptomoneda,"Ciudad 45, País 8",Tablet,Orgánico,11,No,2
385,5315,2024-02-15 19:55:00,Hogar,Sofá,285.34,4,1141.36,Tarjeta de crédito,"Ciudad 16, País 8",Tablet,Referido,17,No,4
386,7448,2024-02-22 17:33:00,Hogar,Silla,329.15,3,987.45,Criptomoneda,"Ciudad 49, País 2",PC,Pago,26,No,5
387,7962,2024-02-26 21:52:00,Hogar,Mesa,175.73,5,878.65,Tarjeta de crédito,"Ciudad 8, País 1",Móvil,Referido,28,No,4
388,2448,2024-02-29 03:02:00,Ropa,Pantalón,22.35,2,44.7,PayPal,"Ciudad 33, País 4",PC,Pago,3,Sí,5
389,7931,2024-02-15 17:07:00,Electrónica,Monitor,360.51,3,1081.53,Transferencia bancaria,"Ciudad 50, País 1",Móvil,Referido,14,No,5
390,3472,2024-02-28 05:26:00,Juguetes,Muñeca,57.4,3,172.2,Transferencia bancaria,"Ciudad 10, País 1",Tablet,Referido,20,Sí,4
391,6164,2024-01-24 00:17:00,Electrónica,Laptop,180.5,1,180.5,PayPal,"Ciudad 26, País 9",Móvil,Orgánico,3,Sí,3
392,7300,2024-02-04 18:45:00,Ropa,Gorra,449.56,2,899.12,PayPal,"Ciudad 34, País 3",PC,Orgánico,8,No,5
393,8467,2024-01-07 15:41:00,Belleza,Crema,446.93,5,2234.65,Transferencia bancaria,"Ciudad 7, País 8",Tablet,Orgánico,24,No,4
394,4352,2024-02-20 13:19:00,Electrónica,Auriculares,424.74,3,1274.22,Tarjeta de crédito,"Ciudad 32, País 9",PC,Referido,5,Sí,5
395,4481,2024-02-25 10:24:00,Electrónica,Teclado,12.0,1,12.0,Tarjeta de crédito,"Ciudad 22, País 1",Tablet,Redes Sociales,30,Sí,4
396,5386,2024-02-13 07:54:00,Juguetes,Carro de juguete,47.82,4,191.28,Criptomoneda,"Ciudad 48, País 6",Móvil,Orgánico,19,Sí,1
397,4115,2024-01-15 03:01:00,Deportes,Bicicleta,436.57,4,1746.28,Transferencia bancaria,"Ciudad 7, País 7",PC,Referido,19,No,1
398,2616,2024-02-21 20:27:00,Deportes,Pesas,42.64,1,42.64,PayPal,"Ciudad 15, País 4",Tablet,Redes Sociales,15,Sí,3
399,1088,2024-01-16 13:59:00,Deportes,Casco,117.21,4,468.84,Transferencia bancaria,"Ciudad 44, País 3",Tablet,Redes Sociales,23,Sí,5
400,3640,2024-01-09 16:20:00,Ropa,Gorra,277.28,1,277.28,Criptomoneda,"Ciudad 38, País 6",Tablet,Orgánico,20,No,3
401,2923,2024-01-15 02:20:00,Juguetes,Peluche,266.13,3,798.39,Criptomoneda,"Ciudad 28, País 5",PC,Redes Sociales,8,Sí,5
402,2696,2024-02-03 10:43:00,Deportes,Raqueta,353.13,4,1412.52,Criptomoneda,"Ciudad 47, País 2",PC,Redes Sociales,6,Sí,1
403,5000,2024-01-02 22:27:00,Hogar,Sofá,127.66,4,510.64,PayPal,"Ciudad 33, País 1",PC,Referido,1,No,1
404,5794,2024-02-12 00:53:00,Ropa,Camisa,173.94,1,173.94,PayPal,"Ciudad 2, País 1",Tablet,Pago,22,Sí,5
405,5637,2024-01-13 00:52:00,Deportes,Bicicleta,51.53,2,103.06,Tarjeta de crédito,"Ciudad 20, País 4",PC,Orgánico,5,No,1
406,7685,2024-02-05 11:08:00,Ropa,Chaqueta,233.87,4,935.48,Criptomoneda,"Ciudad 30, País 4",PC,Pago,2,Sí,1
407,1789,2024-01-18 21:08:00,Hogar,Cafetera,217.25,5,1086.25,Criptomoneda,"Ciudad 16, País 8",PC,Referido,17,Sí,5
408,4342,2024-02-17 20:47:00,Ropa,Chaqueta,230.57,3,691.71,Criptomoneda,"Ciudad 49, País 2",PC,Pago,18,Sí,5
409,1576,2024-01-04 20:20:00,Hogar,Mesa,228.92,2,457.84,Tarjeta de crédito,"Ciudad 35, País 4",Tablet,Redes Sociales,11,Sí,5
410,4392,2024-02-25 06:07:00,Hogar,Silla,110.41,5,552.05,Transferencia bancaria,"Ciudad 1, País 3",Móvil,Redes Sociales,13,Sí,3
411,4127,2024-01-03 10:59:00,Ropa,Zapatos,405.3,5,2026.5,Tarjeta de crédito,"Ciudad 16, País 5",Tablet,Referido,21,Sí,3
412,3751,2024-01-19 13:05:00,Deportes,Balón,431.64,2,863.28,Criptomoneda,"Ciudad 25, País 3",Móvil,Orgánico,4,Sí,3
413,1010,2024-02-21 09:37:00,Electrónica,Smartphone,40.17,4,160.68,Tarjeta de crédito,"Ciudad 34, País 9",PC,Pago,13,No,2
414,9985,2024-02-26 23:44:00,Belleza,Shampoo,237.97,5,1189.85,Criptomoneda,"Ciudad 23, País 2",Móvil,Redes Sociales,19,No,1
415,3439,2024-02-29 19:53:00,Electrónica,Teclado,448.87,3,1346.61,PayPal,"Ciudad 12, País 4",PC,Orgánico,11,No,5
416,6039,2024-01-12 13:33:00,Hogar,Mesa,475.03,4,1900.12,Transferencia bancaria,"Ciudad 5, País 1",PC,Pago,24,Sí,4
417,4223,2024-01-20 05:01:00,Deportes,Bicicleta,35.18,4,140.72,PayPal,"Ciudad 26, País 10",Tablet,Orgánico,2,No,4
418,9128,2024-02-27 06:07:00,Deportes,Casco,36.99,4,147.96,Criptomoneda,"Ciudad 12, País 10",Móvil,Redes Sociales,19,Sí,5
419,2211,2024-02-09 16:03:00,Juguetes,Muñeca,279.14,4,1116.56,PayPal,"Ciudad 42, País 9",PC,Redes Sociales,27,Sí,2
420,6647,2024-02-28 00:38:00,Hogar,Silla,146.79,1,146.79,Transferencia bancaria,"Ciudad 2, País 3",PC,Pago,11,Sí,2
421,9839,2024-02-17 16:29:00,Belleza,Crema,330.79,1,330.79,Criptomoneda,"Ciudad 2, País 7",PC,Referido,19,Sí,3
422,7978,2024-01-22 21:15:00,Hogar,Sofá,20.76,4,83.04,Criptomoneda,"Ciudad 30, País 6",PC,Orgánico,7,Sí,1
423,2600,2024-01-12 12:30:00,Juguetes,Peluche,461.93,3,1385.79,Transferencia bancaria,"Ciudad 27, País 7",Tablet,Pago,5,No,3
424,5032,2024-01-13 12:06:00,Electrónica,Teclado,168.15,3,504.45,Tarjeta de crédito,"Ciudad 30, País 6",Tablet,Orgánico,29,Sí,1
425,1669,2024-02-06 15:03:00,Belleza,Maquillaje,465.09,5,2325.45,Tarjeta de crédito,"Ciudad 17, País 3",PC,Referido,15,Sí,5
426,1210,2024-01-28 01:50:00,Juguetes,LEGO,53.37,2,106.74,Criptomoneda,"Ciudad 5, País 5",PC,Orgánico,23,Sí,2
427,3798,2024-01-10 16:55:00,Ropa,Camisa,117.16,3,351.48,Tarjeta de crédito,"Ciudad 19, País 9",Móvil,Redes Sociales,16,Sí,3
428,2709,2024-02-03 23:40:00,Juguetes,Carro de juguete,206.66,3,619.98,Tarjeta de crédito,"Ciudad 2, País 3",PC,Orgánico,20,Sí,1
429,1941,2024-02-15 08:13:00,Hogar,Lámpara,19.78,2,39.56,Transferencia bancaria,"Ciudad 3, País 9",Tablet,Pago,3,Sí,5
430,6431,2024-01-08 21:31:00,Deportes,Bicicleta,200.97,2,401.94,Criptomoneda,"Ciudad 34, País 9",PC,Pago,4,Sí,4
431,7284,2024-01-14 02:43:00,Hogar,Sofá,91.36,1,91.36,Transferencia bancaria,"Ciudad 28, País 8",Móvil,Orgánico,8,Sí,4
432,4934,2024-01-03 13:13:00,Hogar,Lámpara,476.7,2,953.4,PayPal,"Ciudad 19, País 6",Móvil,Referido,24,Sí,4
433,7956,2024-02-14 00:29:00,Deportes,Balón,247.53,3,742.59,PayPal,"Ciudad 28, País 9",Móvil,Referido,18,Sí,1
434,5163,2024-01-18 12:19:00,Belleza,Afeitadora,58.06,3,174.18,PayPal,"Ciudad 42, País 7",PC,Orgánico,22,Sí,5
435,3863,2024-02-26 02:56:00,Ropa,Gorra,437.56,3,1312.68,Criptomoneda,"Ciudad 16, País 4",Móvil,Pago,11,No,2
436,5084,2024-01-11 01:58:00,Juguetes,Rompecabezas,288.99,5,1444.95,Criptomoneda,"Ciudad 42, País 6",Móvil,Orgánico,20,Sí,4
437,4399,2024-01-25 06:21:00,Ropa,Gorra,346.81,4,1387.24,Criptomoneda,"Ciudad 17, País 9",Móvil,Referido,20,Sí,3
438,9298,2024-03-01 18:42:00,Ropa,Camisa,200.85,3,602.55,Transferencia bancaria,"Ciudad 28, País 9",PC,Orgánico,26,No,1
439,3550,2024-01-07 01:16:00,Electrónica,Monitor,446.11,5,2230.55,Criptomoneda,"Ciudad 48, País 8",Móvil,Orgánico,18,No,4
440,6543,2024-02-26 19:14:00,Deportes,Balón,314.67,3,944.01,Tarjeta de crédito,"Ciudad 43, País 5",Tablet,Redes Sociales,14,Sí,5
441,7695,2024-01-07 12:09:00,Hogar,Cafetera,150.46,1,150.46,Tarjeta de crédito,"Ciudad 28, País 4",Tablet,Orgánico,20,No,2
442,5238,2024-01-18 02:32:00,Juguetes,Peluche,19.73,3,59.19,PayPal,"Ciudad 44, País 5",Móvil,Redes Sociales,12,Sí,2
443,8989,2024-02-07 01:25:00,Ropa,Zapatos,295.46,2,590.92,Criptomoneda,"Ciudad 1, País 8",Móvil,Orgánico,1,Sí,2
444,7343,2024-02-07 02:45:00,Hogar,Mesa,342.64,3,1027.92,PayPal,"Ciudad 27, País 8",Tablet,Referido,25,No,3
445,6388,2024-02-01 16:07:00,Deportes,Balón,70.77,1,70.77,PayPal,"Ciudad 26, País 3",Tablet,Redes Sociales,21,No,5
446,7857,2024-02-12 17:16:00,Ropa,Chaqueta,220.58,5,1102.9,Tarjeta de crédito,"Ciudad 42, País 6",Tablet,Referido,28,Sí,2
447,9535,2024-02-16 15:25:00,Ropa,Pantalón,419.65,4,1678.6,Transferencia bancaria,"Ciudad 41, País 10",Móvil,Redes Sociales,7,Sí,2
448,8499,2024-01-10 01:09:00,Deportes,Balón,366.59,2,733.18,Criptomoneda,"Ciudad 44, País 3",Tablet,Orgánico,16,No,2
449,4769,2024-01-09 15:13:00,Ropa,Chaqueta,77.28,1,77.28,Tarjeta de crédito,"Ciudad 3, País 9",PC,Redes Sociales,30,No,3
450,5073,2024-02-28 12:50:00,Belleza,Perfume,260.64,4,1042.56,Tarjeta de crédito,"Ciudad 46, País 8",PC,Redes Sociales,5,Sí,3
451,2337,2024-01-22 15:47:00,Electrónica,Teclado,419.59,5,2097.95,Tarjeta de crédito,"Ciudad 13, País 10",PC,Redes Sociales,12,Sí,4
452,4516,2024-01-29 19:42:00,Hogar,Silla,419.58,5,2097.9,Tarjeta de crédito,"Ciudad 44, País 8",Móvil,Referido,30,No,3
453,8473,2024-02-16 00:18:00,Belleza,Maquillaje,318.58,5,1592.9,Transferencia bancaria,"Ciudad 16, País 7",Móvil,Pago,15,Sí,2
454,2797,2024-02-27 05:48:00,Juguetes,Muñeca,275.27,4,1101.08,Criptomoneda,"Ciudad 30, País 5",Móvil,Pago,12,No,3
455,3455,2024-01-22 10:59:00,Electrónica,Monitor,223.5,1,223.5,Transferencia bancaria,"Ciudad 26, País 7",Móvil,Orgánico,12,Sí,3
456,5565,2024-02-07 13:01:00,Ropa,Pantalón,187.41,2,374.82,Transferencia bancaria,"Ciudad 48, País 4",Móvil,Redes Sociales,23,Sí,5
457,9317,2024-01-22 10:07:00,Belleza,Perfume,58.64,5,293.2,Transferencia bancaria,"Ciudad 18, País 8",Móvil,Pago,26,No,1
458,8944,2024-01-22 03:12:00,Juguetes,Peluche,201.25,3,603.75,Tarjeta de crédito,"Ciudad 38, País 2",PC,Orgánico,11,No,1
459,8201,2024-02-23 22:14:00,Ropa,Zapatos,495.5,5,2477.5,Transferencia bancaria,"Ciudad 28, País 3",Móvil,Referido,1,No,1
460,1513,2024-02-07 00:22:00,Hogar,Silla,89.62,5,448.1,Transferencia bancaria,"Ciudad 47, País 7",Tablet,Referido,11,Sí,2
461,7317,2024-02-09 13:24:00,Ropa,Chaqueta,185.3,3,555.9,PayPal,"Ciudad 41, País 3",Tablet,Referido,16,Sí,4
462,5779,2024-01-21 07:48:00,Ropa,Camisa,224.55,3,673.65,PayPal,"Ciudad 4, País 6",PC,Pago,7,No,2
463,9714,2024-02-22 13:29:00,Juguetes,Muñeca,125.48,5,627.4,Tarjeta de crédito,"Ciudad 47, País 3",Tablet,Redes Sociales,3,No,1
464,5071,2024-02-07 07:56:00,Deportes,Balón,335.87,2,671.74,Transferencia bancaria,"Ciudad 30, País 1",PC,Pago,11,No,4
465,8484,2024-02-18 02:38:00,Hogar,Mesa,148.14,3,444.42,Transferencia bancaria,"Ciudad 24, País 1",Móvil,Redes Sociales,21,Sí,3
466,6016,2024-01-20 16:35:00,Ropa,Gorra,315.08,3,945.24,Tarjeta de crédito,"Ciudad 45, País 10",PC,Orgánico,30,No,4
467,6764,2024-01-16 13:24:00,Ropa,Camisa,222.97,5,1114.85,Criptomoneda,"Ciudad 17, País 8",PC,Orgánico,14,Sí,3
468,7443,2024-02-15 03:27:00,Ropa,Zapatos,267.16,2,534.32,Criptomoneda,"Ciudad 20, País 2",Tablet,Pago,3,Sí,1
469,3103,2024-01-29 02:13:00,Hogar,Lámpara,425.67,2,851.34,PayPal,"Ciudad 40, País 2",Móvil,Referido,18,No,3
470,4346,2024-01-17 04:57:00,Belleza,Perfume,46.22,1,46.22,Transferencia bancaria,"Ciudad 41, País 1",Móvil,Orgánico,15,No,5
471,5839,2024-02-17 07:15:00,Juguetes,Rompecabezas,19.46,1,19.46,PayPal,"Ciudad 45, País 5",Móvil,Pago,21,Sí,4
472,5569,2024-01-02 21:32:00,Ropa,Zapatos,152.08,2,304.16,PayPal,"Ciudad 8, País 2",Tablet,Orgánico,21,Sí,4
473,3822,2024-02-04 06:32:00,Deportes,Bicicleta,206.73,3,620.19,Transferencia bancaria,"Ciudad 40, País 2",Móvil,Referido,5,No,2
474,9320,2024-02-15 11:56:00,Belleza,Afeitadora,405.93,3,1217.79,Criptomoneda,"Ciudad 40, País 7",Móvil,Referido,18,Sí,5
475,9785,2024-02-02 11:22:00,Electrónica,Teclado,237.92,4,951.68,Criptomoneda,"Ciudad 11, País 4",PC,Orgánico,7,Sí,3
476,3681,2024-01-19 11:53:00,Hogar,Mesa,102.52,1,102.52,Transferencia bancaria,"Ciudad 9, País 3",Móvil,Pago,13,Sí,1
477,5291,2024-01-05 17:41:00,Deportes,Bicicleta,380.51,3,1141.53,PayPal,"Ciudad 45, País 10",Tablet,Pago,16,Sí,2
478,1109,2024-01-17 06:36:00,Electrónica,Smartphone,247.59,5,1237.95,Tarjeta de crédito,"Ciudad 15, País 2",Móvil,Orgánico,22,No,4
479,2093,2024-01-08 04:56:00,Ropa,Zapatos,204.4,2,408.8,Transferencia bancaria,"Ciudad 24, País 1",Tablet,Orgánico,24,No,5
480,5915,2024-01-23 12:00:00,Electrónica,Monitor,249.26,3,747.78,Criptomoneda,"Ciudad 2, País 3",PC,Orgánico,22,Sí,4
481,9508,2024-02-21 10:12:00,Juguetes,Peluche,109.46,1,109.46,Transferencia bancaria,"Ciudad 35, País 10",PC,Referido,21,Sí,5
482,8877,2024-03-01 06:56:00,Deportes,Bicicleta,363.16,5,1815.8,Transferencia bancaria,"Ciudad 50, País 9",Móvil,Orgánico,18,Sí,4
483,2097,2024-02-16 07:12:00,Deportes,Pesas,242.42,1,242.42,Criptomoneda,"Ciudad 29, País 7",Tablet,Orgánico,12,Sí,4
484,5181,2024-01-17 22:03:00,Ropa,Pantalón,399.99,1,399.99,PayPal,"Ciudad 50, País 3",Móvil,Referido,12,No,2
485,2133,2024-01-16 14:09:00,Electrónica,Auriculares,199.63,5,998.15,Tarjeta de crédito,"Ciudad 35, País 10",Tablet,Referido,15,No,1
486,9221,2024-02-03 17:03:00,Hogar,Silla,186.19,3,558.57,Transferencia bancaria,"Ciudad 30, País 5",Móvil,Redes Sociales,11,Sí,1
487,4436,2024-01-07 19:47:00,Belleza,Perfume,329.56,3,988.68,Criptomoneda,"Ciudad 8, País 6",Tablet,Referido,13,No,4
488,7475,2024-01-27 06:21:00,Electrónica,Teclado,461.89,1,461.89,Tarjeta de crédito,"Ciudad 3, País 3",Móvil,Orgánico,19,Sí,4
489,2382,2024-01-20 03:17:00,Juguetes,Carro de juguete,61.44,5,307.2,Criptomoneda,"Ciudad 28, País 7",PC,Pago,15,Sí,1
490,6549,2024-01-07 00:51:00,Electrónica,Monitor,163.64,1,163.64,Criptomoneda,"Ciudad 2, País 3",Tablet,Pago,6,Sí,4
491,6535,2024-01-11 21:26:00,Hogar,Mesa,18.38,4,73.52,Criptomoneda,"Ciudad 15, País 7",Móvil,Referido,5,No,5
492,3555,2024-01-31 15:51:00,Ropa,Zapatos,258.08,5,1290.4,Criptomoneda,"Ciudad 1, País 7",Tablet,Redes Sociales,2,No,2
493,6453,2024-01-07 16:09:00,Ropa,Chaqueta,302.52,5,1512.6,Transferencia bancaria,"Ciudad 23, País 6",Tablet,Redes Sociales,15,No,4
494,3132,2024-01-06 07:02:00,Ropa,Zapatos,493.26,1,493.26,Transferencia bancaria,"Ciudad 32, País 6",PC,Referido,28,Sí,4
495,3572,2024-02-19 22:44:00,Juguetes,Peluche,230.21,1,230.21,PayPal,"Ciudad 7, País 5",PC,Pago,28,Sí,2
496,2567,2024-01-02 19:23:00,Hogar,Cafetera,433.89,3,1301.67,Tarjeta de crédito,"Ciudad 10, País 1",Tablet,Referido,7,No,1
497,3060,2024-01-15 19:07:00,Deportes,Bicicleta,273.39,5,1366.95,Transferencia bancaria,"Ciudad 26, País 7",Móvil,Orgánico,17,No,3
498,4731,2024-01-10 22:50:00,Hogar,Sofá,478.67,4,1914.68,Criptomoneda,"Ciudad 39, País 1",Móvil,Referido,6,No,5
499,1550,2024-01-31 18:23:00,Deportes,Raqueta,13.24,1,13.24,Transferencia bancaria,"Ciudad 24, País 6",PC,Pago,25,Sí,4
500,1537,2024-01-11 19:28:00,Juguetes,LEGO,105.83,4,423.32,PayPal,"Ciudad 47, País 5",PC,Referido,14,No,1
501,1932,2024-02-18 17:53:00,Belleza,Crema,202.0,1,202.0,Transferencia bancaria,"Ciudad 34, País 4",Móvil,Orgánico,24,No,5
502,7263,2024-01-02 09:32:00,Deportes,Bicicleta,106.42,4,425.68,Transferencia bancaria,"Ciudad 42, País 9",Móvil,Pago,24,No,5
503,9677,2024-01-23 03:45:00,Ropa,Camisa,375.23,1,375.23,Criptomoneda,"Ciudad 30, País 3",Móvil,Orgánico,12,Sí,5
504,3107,2024-01-17 18:05:00,Belleza,Maquillaje,210.2,4,840.8,Criptomoneda,"Ciudad 30, País 10",PC,Redes Sociales,15,No,4
505,5297,2024-01-25 11:39:00,Hogar,Cafetera,59.19,5,295.95,Criptomoneda,"Ciudad 17, País 2",Tablet,Referido,13,No,5
506,4706,2024-01-22 00:17:00,Belleza,Crema,378.49,3,1135.47,Transferencia bancaria,"Ciudad 31, País 4",Tablet,Pago,13,Sí,3
507,3207,2024-02-13 00:31:00,Electrónica,Monitor,448.58,5,2242.9,Tarjeta de crédito,"Ciudad 26, País 10",Móvil,Redes Sociales,24,No,3
508,4623,2024-01-07 18:52:00,Electrónica,Auriculares,493.88,1,493.88,PayPal,"Ciudad 28, País 7",Móvil,Redes Sociales,12,No,3
509,9417,2024-01-31 20:23:00,Hogar,Sofá,146.2,2,292.4,PayPal,"Ciudad 11, País 9",Móvil,Referido,6,Sí,5
510,2339,2024-02-07 22:37:00,Deportes,Casco,16.0,5,80.0,Tarjeta de crédito,"Ciudad 40, País 2",Móvil,Redes Sociales,3,Sí,4
511,6453,2024-01-03 07:01:00,Deportes,Casco,21.33,2,42.66,Tarjeta de crédito,"Ciudad 16, País 2",Tablet,Referido,14,Sí,4
512,5793,2024-02-14 14:36:00,Juguetes,Peluche,198.57,5,992.85,Transferencia bancaria,"Ciudad 45, País 9",PC,Redes Sociales,4,Sí,3
513,8898,2024-02-10 09:55:00,Juguetes,Peluche,229.0,2,458.0,Criptomoneda,"Ciudad 9, País 8",Móvil,Orgánico,23,No,2
514,6837,2024-01-19 18:30:00,Electrónica,Monitor,338.29,3,1014.87,Tarjeta de crédito,"Ciudad 13, País 10",PC,Redes Sociales,8,No,5
515,6120,2024-02-27 21:13:00,Belleza,Maquillaje,369.83,4,1479.32,Criptomoneda,"Ciudad 7, País 5",PC,Orgánico,9,Sí,1
516,1978,2024-02-26 10:13:00,Belleza,Maquillaje,465.63,3,1396.89,PayPal,"Ciudad 15, País 8",Tablet,Referido,11,Sí,1
517,7824,2024-01-18 06:27:00,Deportes,Bicicleta,151.36,1,151.36,PayPal,"Ciudad 4, País 9",Tablet,Redes Sociales,26,No,5
518,6521,2024-02-11 00:59:00,Juguetes,Rompecabezas,54.0,4,216.0,PayPal,"Ciudad 35, País 7",PC,Referido,28,Sí,1
519,1402,2024-01-25 12:11:00,Hogar,Lámpara,74.46,4,297.84,Transferencia bancaria,"Ciudad 43, País 5",PC,Redes Sociales,10,No,2
520,5677,2024-01-14 12:32:00,Electrónica,Monitor,62.48,4,249.92,Criptomoneda,"Ciudad 9, País 5",PC,Referido,8,No,2
521,4945,2024-01-30 02:33:00,Juguetes,Muñeca,74.76,2,149.52,Tarjeta de crédito,"Ciudad 42, País 9",Móvil,Referido,14,Sí,1
522,8291,2024-01-20 12:57:00,Belleza,Perfume,482.21,1,482.21,Transferencia bancaria,"Ciudad 31, País 10",Tablet,Referido,4,Sí,2
523,6608,2024-02-21 10:08:00,Deportes,Bicicleta,71.05,3,213.15,PayPal,"Ciudad 6, País 10",Móvil,Pago,3,Sí,2
524,8618,2024-01-25 08:47:00,Juguetes,Rompecabezas,85.04,3,255.12,PayPal,"Ciudad 15, País 2",PC,Pago,22,No,1
525,3311,2024-01-13 07:45:00,Ropa,Camisa,180.49,2,360.98,Tarjeta de crédito,"Ciudad 22, País 1",Móvil,Orgánico,14,Sí,2
526,2224,2024-01-16 03:13:00,Juguetes,Rompecabezas,169.97,5,849.85,Criptomoneda,"Ciudad 9, País 7",Tablet,Referido,24,Sí,5
527,6542,2024-02-07 12:32:00,Deportes,Balón,203.47,4,813.88,Transferencia bancaria,"Ciudad 23, País 9",PC,Referido,4,Sí,3
528,5122,2024-01-29 06:15:00,Electrónica,Monitor,297.27,2,594.54,Tarjeta de crédito,"Ciudad 20, País 5",PC,Redes Sociales,5,Sí,3
529,3163,2024-01-10 10:22:00,Electrónica,Auriculares,365.28,5,1826.4,Tarjeta de crédito,"Ciudad 3, País 1",Móvil,Orgánico,16,No,3
530,2015,2024-01-15 08:01:00,Deportes,Raqueta,414.53,1,414.53,Transferencia bancaria,"Ciudad 34, País 4",Móvil,Referido,30,Sí,3
531,3991,2024-01-02 12:59:00,Ropa,Chaqueta,153.61,5,768.05,Tarjeta de crédito,"Ciudad 17, País 3",Tablet,Pago,4,No,5
532,9643,2024-01-28 20:04:00,Juguetes,Peluche,236.51,3,709.53,Tarjeta de crédito,"Ciudad 11, País 9",Tablet,Redes Sociales,14,Sí,3
533,7538,2024-02-18 02:58:00,Hogar,Lámpara,82.88,2,165.76,Criptomoneda,"Ciudad 28, País 5",Móvil,Pago,13,No,3
534,9666,2024-02-02 09:44:00,Juguetes,Muñeca,177.4,1,177.4,Criptomoneda,"Ciudad 31, País 6",Tablet,Pago,14,No,5
